Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1570.2109902922596
FDW14,OUT017,1473.0471052387945
NCN55,OUT010,574.8260222219717
FDQ58,OUT017,2508.3622294850925
FDY38,OUT027,5846.176353217942
FDH56,OUT046,1950.5130704243013
FDL48,OUT018,732.1780187049131
FDC48,OUT027,2212.5503991964506
FDN33,OUT045,1529.560117342112
FDA36,OUT017,3060.6393956585543
FDT44,OUT017,1966.98523040668
FDQ56,OUT045,1453.2099030782783
NCC54,OUT019,575.2363272792717
FDU11,OUT049,2016.0830653654211
DRL59,OUT013,816.0106349107477
FDM24,OUT049,2494.4298620630125
FDI57,OUT045,3103.325463688246
DRC12,OUT018,3058.558721907793
NCM42,OUT027,2909.9605879935325
FDA46,OUT010,502.6783099295524
FDA31,OUT013,2839.3075515413157
NCJ31,OUT035,3902.3064827617973
FDG52,OUT046,737.9173055652212
NCL19,OUT019,288.0397141317779
FDS10,OUT035,3010.6707692658792
FDX22,OUT010,567.9359674456359
NCF19,OUT035,733.0474551062111
NCE06,OUT046,2567.7246190134974
DRC27,OUT046,3897.301000682202
FDE21,OUT035,1950.5130704243013
NCR42,OUT019,130.63231270697614
FDX51,OUT018,3058.558721907793
NCR06,OUT018,667.6255739172469
FDU31,OUT027,5846.176353217942
FDU59,OUT017,2574.757144887428
FDR03,OUT027,5842.912332390431
FDS49,OUT027,2073.05508320513
FDD48,OUT010,270.3068731008024
NCF18,OUT017,3060.6393956585543
NCD43,OUT027,2839.0071963325313
NCD54,OUT018,2145.0765618012274
FDY19,OUT010,270.71327588617936
NCY54,OUT017,2839.3075515413157
NCL19,OUT018,2483.2525828048006
FDP23,OUT010,573.8722382459696
FDC26,OUT013,1680.1439600009835
FDR14,OUT010,130.63231270697614
NCS41,OUT035,3058.578572566628
FDF41,OUT035,3921.1332743386033
FDU34,OUT046,2018.8843690604765
DRH11,OUT046,966.8691889892777
FDM03,OUT013,1570.2109902922596
FDS31,OUT017,3020.2376132510267
FDJ20,OUT017,2016.0830653654211
FDV44,OUT027,5177.483657409157
FDG02,OUT049,3060.6393956585543
FDA09,OUT013,2985.199109708576
FDT04,OUT013,697.8163933164853
FDL58,OUT019,574.4738767390254
FDE52,OUT045,1492.1774641107997
FDW12,OUT035,2485.573770425848
FDL51,OUT017,3672.068694045245
NCY42,OUT027,3019.0062548664305
FDR07,OUT017,1529.560117342112
FDN40,OUT045,2498.510712127047
FDB35,OUT027,2685.413938563471
FDA22,OUT017,2574.757144887428
NCL06,OUT046,4079.666065759387
FDI35,OUT013,3020.2376132510267
NCW42,OUT045,3758.5583511711734
NCX06,OUT049,2989.5518488482026
FDC37,OUT027,2884.236076085258
FDZ14,OUT018,2016.0830653654211
DRG49,OUT049,3895.652271830743
NCG06,OUT045,4028.3521101786437
DRC36,OUT045,2839.3075515413157
FDV21,OUT019,283.28627616270956
FDB53,OUT046,2491.4838098375285
DRP47,OUT019,574.7585737464434
FDA14,OUT013,2487.6084298681167
DRC24,OUT035,2498.510712127047
FDW21,OUT018,1558.3015009916458
NCH29,OUT046,1529.560117342112
FDU58,OUT013,3060.6393956585543
FDY27,OUT017,2860.286437498398
FDV56,OUT035,1572.6579328494915
FDT59,OUT046,3811.4359583118917
FDB23,OUT046,3775.2376699030765
FDR49,OUT045,728.6584765748671
FDB03,OUT010,575.4500292452201
FDN39,OUT045,2574.757144887428
FDX02,OUT027,5848.876382982553
FDQ16,OUT027,2880.16225701387
FDU35,OUT018,1539.3037047446269
NCT29,OUT013,2016.0830653654211
FDZ27,OUT046,737.9173055652212
FDN57,OUT017,2040.6033980940879
FDA03,OUT018,2485.2872422470696
FDZ36,OUT045,3058.578572566628
NCU05,OUT013,1467.024894771651
FDT39,OUT018,2492.1086744419654
FDK60,OUT017,1529.560117342112
FDZ25,OUT017,2733.603472685614
FDG12,OUT046,2016.0830653654211
DRB01,OUT019,496.94588256861965
NCC43,OUT027,5848.876382982553
FDX13,OUT019,573.6585362800212
FDM22,OUT049,863.4337584047289
FDJ03,OUT027,1058.3115726072547
FDU14,OUT018,3804.7902484342817
FDB33,OUT010,381.39170632459803
FDP27,OUT046,3060.6393956585543
FDO38,OUT010,163.18459867595556
FDE28,OUT027,5846.176353217942
FDO27,OUT035,1529.560117342112
DRL23,OUT027,2876.5523486720645
FDS28,OUT046,966.8691889892777
FDX24,OUT013,1538.9926824274198
FDZ02,OUT035,1529.560117342112
FDL46,OUT045,1950.5130704243013
FDS60,OUT027,4752.6890359004865
NCO06,OUT017,658.1896124342509
FDO16,OUT035,1443.1985957184527
FDC60,OUT049,1473.0471052387945
FDA48,OUT018,3519.778066510494
FDZ36,OUT027,5160.5635520778005
FDK27,OUT045,2010.2924427012636
FDW23,OUT018,660.4080994582591
FDM14,OUT018,1647.200871254981
FDM14,OUT013,1570.2109902922596
FDW60,OUT018,2855.8845761265893
FDE21,OUT013,1948.0419797359207
NCM42,OUT035,1572.6579328494915
FDY59,OUT010,222.834921362146
DRI49,OUT049,1374.711381661263
FDT28,OUT019,362.95320363994523
FDQ22,OUT018,664.5308781465741
FDR60,OUT049,1297.1796937955924
FDC50,OUT019,231.47691002853742
FDV24,OUT013,2494.4298620630125
DRF48,OUT010,485.34360765853825
FDQ47,OUT046,668.251068880386
DRN36,OUT049,1529.560117342112
NCY06,OUT035,2026.628270224528
FDE52,OUT035,1492.1774641107997
NCB54,OUT045,2026.628270224528
NCF31,OUT035,2498.510712127047
FDJ08,OUT027,5174.783627644546
NCC07,OUT017,1570.2109902922596
NCD19,OUT027,1239.7407916375262
FDL46,OUT049,1980.2230394107514
FDM20,OUT045,3912.1737017270125
NCI06,OUT010,445.11810888677826
DRM11,OUT035,4090.8826589166924
NCH07,OUT018,2553.136383661244
FDS23,OUT013,2026.628270224528
FDO49,OUT018,730.9884422984957
FDS35,OUT049,1064.1211378685355
DRK39,OUT045,1411.4927493932173
DRI39,OUT049,918.7510593661652
FDV04,OUT017,2555.457571282291
NCN14,OUT035,3058.578572566628
FDH08,OUT013,3815.790336002744
FDS20,OUT046,3058.578572566628
FDV40,OUT049,1106.7606996685688
FDZ48,OUT010,261.7762432921826
FDS24,OUT027,2612.0545225211604
FDK44,OUT049,2839.3075515413157
FDS48,OUT045,2491.4838098375285
FDK26,OUT010,485.27043043878876
FDD23,OUT045,3060.6393956585543
NCH54,OUT017,2567.7246190134974
NCP14,OUT010,240.53012392393978
FDM60,OUT010,130.63231270697614
FDV24,OUT017,2494.4298620630125
FDH08,OUT018,3616.1572728926762
FDS12,OUT027,2995.3253924845294
FDR39,OUT027,4839.308166569015
FDP12,OUT027,991.4646425378049
DRF60,OUT027,5848.876382982553
FDC09,OUT035,1567.9376009227635
FDF50,OUT018,3067.420329365412
FDG28,OUT035,3922.013604545016
NCE19,OUT017,913.121097932541
NCM53,OUT010,251.08634797180778
NCN18,OUT049,1662.1864104374324
FDF32,OUT035,3116.487021272224
FDF11,OUT013,3901.7896761322
DRI59,OUT049,3784.6610679803352
NCG54,OUT035,2738.618340179913
FDM44,OUT046,1563.362434950622
FDT57,OUT018,3676.374916756777
FDV24,OUT046,2494.4298620630125
FDI50,OUT019,573.7828812782966
FDS09,OUT035,751.3457387883158
NCC31,OUT027,4098.150790321225
FDQ07,OUT019,574.8829187447188
FDC22,OUT017,3060.6393956585543
FDZ56,OUT046,2733.603472685614
FDZ40,OUT019,130.63231270697614
FDS46,OUT027,2935.2005556065355
DRD24,OUT045,2040.6033980940879
FDV45,OUT017,3060.6393956585543
FDL26,OUT045,2508.3622294850925
FDA56,OUT018,2016.0830653654211
FDN27,OUT046,1955.5093086764114
FDM20,OUT049,3897.700104958686
FDO16,OUT017,1411.4927493932173
FDL03,OUT035,3060.6393956585543
FDE58,OUT046,1950.5130704243013
FDI02,OUT027,2926.2318220245884
NCC55,OUT019,130.63231270697614
FDR03,OUT018,3298.717027518008
FDB14,OUT017,1519.289290955791
FDR45,OUT013,3906.2005130220405
NCN07,OUT017,2026.628270224528
FDM51,OUT019,246.23545023373993
FDT52,OUT027,5846.176353217942
FDL26,OUT046,2506.220646379281
NCZ42,OUT046,3897.4352984413476
DRI47,OUT019,365.2490084812839
FDW40,OUT013,2046.5278263315295
FDN34,OUT046,2733.603472685614
FDS01,OUT035,2880.7541414730713
NCG55,OUT045,1948.0419797359207
FDC11,OUT035,1471.6798498064982
FDX35,OUT018,3584.815939883866
NCB06,OUT046,2557.1161092636944
FDR09,OUT019,574.7585737464434
FDC53,OUT017,1529.560117342112
FDY45,OUT013,4007.824008889793
FDA22,OUT010,384.96581864718735
FDE02,OUT035,1529.560117342112
FDW21,OUT045,1558.3015009916458
FDV34,OUT046,1146.4175436438197
FDS59,OUT049,1572.6579328494915
NCW17,OUT017,2026.628270224528
NCK54,OUT046,1950.5130704243013
FDG17,OUT019,573.7828812782966
FDG35,OUT017,2839.3075515413157
FDD08,OUT010,130.63231270697614
NCO07,OUT017,3672.068694045245
FDJ10,OUT010,279.3977254653866
FDW36,OUT017,1567.9376009227635
FDW21,OUT010,237.59346156734853
FDY19,OUT017,1950.5130704243013
DRE03,OUT013,768.0675134661511
NCC55,OUT049,668.4919718150055
FDH52,OUT010,134.72209742217393
FDO09,OUT017,4075.515222759316
FDU43,OUT045,3907.2230973534915
FDX09,OUT010,425.49754500038375
FDH40,OUT019,202.66616780593523
FDW58,OUT017,1567.9376009227635
FDC47,OUT017,3795.3735596306233
NCR41,OUT035,1527.960837530626
DRG49,OUT035,3913.446221384395
FDC52,OUT027,4061.884828373289
FDY13,OUT046,1148.982907739783
FDY35,OUT013,708.9558109470491
FDI35,OUT017,3048.9032174761974
NCU18,OUT049,2046.5278263315295
FDY33,OUT018,2553.136383661244
FDC15,OUT027,4142.855208055593
FDU01,OUT049,3060.6393956585543
NCU42,OUT046,2738.618340179913
NCV29,OUT018,2855.8845761265893
NCY30,OUT017,3058.578572566628
FDQ46,OUT049,1680.1439600009835
FDG58,OUT027,4099.254133206155
FDK33,OUT017,3667.485332194032
NCD07,OUT045,1943.1721696154282
NCX29,OUT027,4033.0391495923172
NCT42,OUT013,2491.4838098375285
DRN59,OUT035,728.6584765748671
FDI44,OUT035,1307.0815998172043
FDA45,OUT049,2860.286437498398
FDP31,OUT045,1055.7937845565427
FDY01,OUT046,1943.1721696154282
FDT09,OUT018,2030.4115730446713
DRH03,OUT027,2799.8549115723313
FDA36,OUT018,3058.558721907793
NCF31,OUT017,2506.220646379281
FDG14,OUT049,2494.4298620630125
FDG28,OUT027,5848.876382982553
FDU14,OUT049,4001.9160665507698
FDY47,OUT019,286.3463916916044
FDI56,OUT049,1492.1774641107997
DRD01,OUT013,1004.941474470956
FDM22,OUT046,966.8691889892777
FDH33,OUT013,705.0338677754734
DRZ24,OUT013,1966.98523040668
NCQ38,OUT046,1570.2109902922596
FDO16,OUT027,2416.815602356797
