Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1690.2340862385322
FDW14,OUT017,1242.3664278688518
NCN55,OUT010,584.7577647727278
FDQ58,OUT017,2649.1102324324343
FDY38,OUT027,6280.890880000003
FDH56,OUT046,1922.1493817142857
FDL48,OUT018,713.8586545454549
FDC48,OUT027,2517.882088484848
FDN33,OUT045,1559.342975268818
FDA36,OUT017,2752.9709346534646
FDT44,OUT017,1922.1493817142857
FDQ56,OUT045,1534.9046814159292
NCC54,OUT019,584.7577647727278
FDU11,OUT049,2010.438955704698
DRL59,OUT013,713.8586545454549
FDM24,OUT049,2286.4132673684207
FDI57,OUT045,3130.004904950495
DRC12,OUT018,2893.8398258992793
NCM42,OUT027,3242.062071532848
FDA46,OUT010,482.69954262295056
FDA31,OUT013,2851.6316958762886
NCJ31,OUT035,3737.2957751824806
FDG52,OUT046,798.2176035398228
NCL19,OUT019,281.4820818181818
FDS10,OUT035,3384.1080642424236
FDX22,OUT010,584.7577647727278
NCF19,OUT035,798.2176035398228
NCE06,OUT046,2503.5013364485985
DRC27,OUT046,3729.1081132075483
FDE21,OUT035,1922.1493817142857
NCR42,OUT019,92.67548155339804
FDX51,OUT018,2893.8398258992793
NCR06,OUT018,507.0464036697249
FDU31,OUT027,5329.314724444443
FDU59,OUT017,2503.5013364485985
FDR03,OUT027,5329.314724444443
FDS49,OUT027,2517.882088484848
FDD48,OUT010,281.4820818181818
NCF18,OUT017,2939.3484761904747
NCD43,OUT027,2517.882088484848
NCD54,OUT018,1752.2524400000004
FDY19,OUT010,281.4820818181818
NCY54,OUT017,2851.6316958762886
NCL19,OUT018,2232.847021848739
FDP23,OUT010,584.7577647727278
FDC26,OUT013,1511.8747716981138
FDR14,OUT010,165.91858165137614
NCS41,OUT035,3384.1080642424236
FDF41,OUT035,3737.2957751824806
FDU34,OUT046,1980.269145945947
DRH11,OUT046,803.9072638888888
FDM03,OUT013,1511.8747716981138
FDS31,OUT017,3384.1080642424236
FDJ20,OUT017,2258.951603809524
FDV44,OUT027,5329.314724444443
FDG02,OUT049,2752.9709346534646
FDA09,OUT013,2851.6316958762886
FDT04,OUT013,507.0464036697249
FDL58,OUT019,584.7577647727278
FDE52,OUT045,1242.3664278688518
FDW12,OUT035,2286.4132673684207
FDL51,OUT017,4133.526924607329
NCY42,OUT027,3242.062071532848
FDR07,OUT017,1559.342975268818
FDN40,OUT045,2286.4132673684207
FDB35,OUT027,2517.882088484848
FDA22,OUT017,2286.4132673684207
NCL06,OUT046,3827.721188888889
FDI35,OUT013,3384.1080642424236
