Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1560.7253312604187
FDW14,OUT017,1354.0259828174758
NCN55,OUT010,632.0349097766839
FDQ58,OUT017,2499.4962408239303
FDY38,OUT027,6037.160090222754
FDH56,OUT046,1897.2260456748268
FDL48,OUT018,633.218888369112
FDC48,OUT027,2221.4881454197216
FDN33,OUT045,1539.8008797807538
FDA36,OUT017,3190.6513551825997
FDT44,OUT017,1909.690191656154
FDQ56,OUT045,1357.959689415626
NCC54,OUT019,632.8873849428205
FDU11,OUT049,2026.9542173719235
DRL59,OUT013,817.4795076509638
FDM24,OUT049,2449.1016473119776
FDI57,OUT045,3018.565353307229
DRC12,OUT018,2878.496442731374
NCM42,OUT027,2664.7902144260242
FDA46,OUT010,519.862079057722
FDA31,OUT013,2856.7389270327844
NCJ31,OUT035,3890.9544649248405
FDG52,OUT046,794.181792913498
NCL19,OUT019,364.9912637664963
FDS10,OUT035,3033.59900793372
FDX22,OUT010,632.803733664287
NCF19,OUT035,819.4324398514401
NCE06,OUT046,2593.1009627467156
DRC27,OUT046,3896.324262080336
FDE21,OUT035,1986.3891895504053
NCR42,OUT019,107.36880197670608
FDX51,OUT018,2873.1708769791685
NCR06,OUT018,527.249063502196
FDU31,OUT027,5434.778417981008
FDU59,OUT017,2641.309331821969
FDR03,OUT027,5379.1306747021445
FDS49,OUT027,2186.582743285677
FDD48,OUT010,296.11215462707844
NCF18,OUT017,3143.6657075079347
NCD43,OUT027,2655.694922984534
NCD54,OUT018,1840.758985780493
FDY19,OUT010,281.0928216342676
NCY54,OUT017,2879.1251931855663
NCL19,OUT018,2220.032616387544
FDP23,OUT010,589.4074129672786
FDC26,OUT013,1852.5484847858024
FDR14,OUT010,226.951476569136
NCS41,OUT035,3217.1827278540777
FDF41,OUT035,3727.1207859218225
FDU34,OUT046,2031.0812046109031
DRH11,OUT046,915.6284127570502
FDM03,OUT013,1670.5518675436801
FDS31,OUT017,3008.2954664728813
FDJ20,OUT017,2025.472700808289
FDV44,OUT027,5156.9346789989995
FDG02,OUT049,3030.585793670132
FDA09,OUT013,2911.179711082379
FDT04,OUT013,691.3915979132264
FDL58,OUT019,724.4197911297513
FDE52,OUT045,1367.336166184982
FDW12,OUT035,2525.8015993581216
FDL51,OUT017,3561.334078985864
NCY42,OUT027,3285.366763075389
FDR07,OUT017,1470.2138765129075
FDN40,OUT045,2299.2511933466967
FDB35,OUT027,2447.316430861448
FDA22,OUT017,2653.7724414829327
NCL06,OUT046,4125.868613989325
FDI35,OUT013,2994.10511374759
NCW42,OUT045,3647.5455324520112
NCX06,OUT049,3000.4289147745963
FDC37,OUT027,2688.8515567489576
FDZ14,OUT018,1803.9092616476887
DRG49,OUT049,3981.242926534692
NCG06,OUT045,3974.823975017377
DRC36,OUT045,2834.9420385781054
FDV21,OUT019,368.57127035016913
FDB53,OUT046,2446.3755558501844
DRP47,OUT019,698.9984461716239
FDA14,OUT013,2452.2097820551426
DRC24,OUT035,2583.6611097997866
FDW21,OUT018,1337.46779690895
NCH29,OUT046,1569.3135550681584
FDU58,OUT013,3148.369639222876
FDY27,OUT017,2971.465029603432
FDV56,OUT035,1730.297672856304
FDT59,OUT046,3868.3596580199173
FDB23,OUT046,3530.9881146315274
FDR49,OUT045,791.0918733431938
FDB03,OUT010,647.5204758209636
FDN39,OUT045,2765.413497548592
FDX02,OUT027,5570.038490113945
FDQ16,OUT027,2687.3453509816345
FDU35,OUT018,1411.022243147886
NCT29,OUT013,2046.3494443458753
FDZ27,OUT046,770.8532299915557
FDN57,OUT017,2113.7181415502073
FDA03,OUT018,2191.706278983271
FDZ36,OUT045,3080.871256662233
NCU05,OUT013,1291.9842319423285
FDT39,OUT018,2205.05034111939
FDK60,OUT017,1532.9506984514296
FDZ25,OUT017,2697.0629991546193
FDG12,OUT046,1972.2834677820815
DRB01,OUT019,502.15766467993154
NCC43,OUT027,5998.735168185916
FDX13,OUT019,637.9787723296643
FDM22,OUT049,888.0703981795065
