Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1695.7285754822758
FDW14,OUT017,1384.544941569557
NCN55,OUT010,588.6385527087765
FDQ58,OUT017,2548.103104857857
FDY38,OUT027,6001.92009889668
FDH56,OUT046,1898.2901859666338
FDL48,OUT018,685.0433662403693
FDC48,OUT027,2232.4739807505107
FDN33,OUT045,1518.0171667004468
FDA36,OUT017,3071.733091189016
FDT44,OUT017,1906.9749544519225
FDQ56,OUT045,1353.145002310901
NCC54,OUT019,588.6385527087765
FDU11,OUT049,2041.3223067029912
DRL59,OUT013,833.6794924722735
FDM24,OUT049,2454.8234835142084
FDI57,OUT045,2996.358984263191
DRC12,OUT018,2862.5012039088756
NCM42,OUT027,2741.254753076941
FDA46,OUT010,490.2666342103268
FDA31,OUT013,2835.1362693405836
NCJ31,OUT035,3858.7163294483266
FDG52,OUT046,779.1650745903694
NCL19,OUT019,371.2852472741906
FDS10,OUT035,2992.133786249315
FDX22,OUT010,686.6927591942205
NCF19,OUT035,824.8186706193666
NCE06,OUT046,2604.1069710514494
DRC27,OUT046,3916.50154534334
FDE21,OUT035,1912.8991088116472
NCR42,OUT019,90.53302429987924
FDX51,OUT018,2814.973964360602
NCR06,OUT018,469.37895384972546
FDU31,OUT027,5451.250182190569
FDU59,OUT017,2635.235284403775
FDR03,OUT027,5393.185885291148
FDS49,OUT027,2220.99140144885
FDD48,OUT010,298.5254314201133
NCF18,OUT017,3172.8328871545286
NCD43,OUT027,2582.719455487833
NCD54,OUT018,1900.749899941596
FDY19,OUT010,297.1173944820836
NCY54,OUT017,2875.9689856645678
NCL19,OUT018,2199.3351788638115
FDP23,OUT010,586.1972538266458
FDC26,OUT013,1835.8231820991334
FDR14,OUT010,229.94879302110735
NCS41,OUT035,3087.6424876252377
FDF41,OUT035,3701.2034130337433
FDU34,OUT046,2036.7655637184284
DRH11,OUT046,910.3756093269053
FDM03,OUT013,1664.2076074893412
FDS31,OUT017,2971.543145206537
FDJ20,OUT017,2058.7796439463646
FDV44,OUT027,5178.382467619104
FDG02,OUT049,2980.9343530114306
FDA09,OUT013,2858.857321263005
FDT04,OUT013,704.3582984960364
FDL58,OUT019,635.5158909459019
FDE52,OUT045,1394.9599051413309
FDW12,OUT035,2489.098669059375
FDL51,OUT017,3631.2836898242326
NCY42,OUT027,3435.9257777691155
FDR07,OUT017,1573.6079094050872
FDN40,OUT045,2444.96092381355
FDB35,OUT027,2448.5983692016775
FDA22,OUT017,2649.3149925310245
NCL06,OUT046,4165.877178398815
FDI35,OUT013,2956.866823252927
NCW42,OUT045,3668.765008510002
NCX06,OUT049,2906.531046353009
FDC37,OUT027,2710.2065058264216
FDZ14,OUT018,1788.4931957315798
DRG49,OUT049,3928.586020561198
NCG06,OUT045,3983.9039287873834
DRC36,OUT045,2838.8872292681226
FDV21,OUT019,391.26785106573357
FDB53,OUT046,2443.717640088552
