Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1847.5410842264519
FDW14,OUT017,1564.275888497451
NCN55,OUT010,1870.806928775125
FDQ58,OUT017,2578.4079157110295
FDY38,OUT027,5184.988646271864
FDH56,OUT046,1927.2899918250887
FDL48,OUT018,600.7626441364628
FDC48,OUT027,2781.8908630866345
FDN33,OUT045,1506.8179283386157
FDA36,OUT017,3083.4633479581544
FDT44,OUT017,1992.6311872081799
FDQ56,OUT045,1311.7905222140187
NCC54,OUT019,1857.698991302195
FDU11,OUT049,2057.3400128718404
DRL59,OUT013,893.6201244225643
FDM24,OUT049,2554.5559307833278
FDI57,OUT045,3082.4107483801076
DRC12,OUT018,2758.6350350017283
NCM42,OUT027,3196.2201962746494
FDA46,OUT010,1131.722797600557
FDA31,OUT013,2803.994549130729
NCJ31,OUT035,3884.1624391750915
FDG52,OUT046,798.4107174362861
NCL19,OUT019,356.03133857382477
FDS10,OUT035,3021.764295943058
FDX22,OUT010,1456.8388333758944
NCF19,OUT035,926.2006873538147
NCE06,OUT046,2540.0085356412656
DRC27,OUT046,3854.3724290548394
FDE21,OUT035,2029.4338809850874
NCR42,OUT019,-1361.3079818982583
FDX51,OUT018,2866.2071051933317
NCR06,OUT018,422.9657415751989
FDU31,OUT027,4950.7357891573265
FDU59,OUT017,2707.9762571353053
FDR03,OUT027,4749.258059613987
FDS49,OUT027,2757.8654252886654
FDD48,OUT010,-77.74608927321742
NCF18,OUT017,3122.856833366121
NCD43,OUT027,3104.234570619587
NCD54,OUT018,1993.5402197227854
FDY19,OUT010,-40.59394155591008
NCY54,OUT017,2817.8168779130506
NCL19,OUT018,2018.5243207261092
FDP23,OUT010,1531.2884959747444
FDC26,OUT013,1823.4702991394004
FDR14,OUT010,-1027.354931573322
NCS41,OUT035,3032.090911618475
FDF41,OUT035,4053.8762534114935
FDU34,OUT046,1996.8287292057416
DRH11,OUT046,932.1471904557666
FDM03,OUT013,1730.9077624286106
FDS31,OUT017,3018.5320190540665
FDJ20,OUT017,2104.287612263913
FDV44,OUT027,4488.861566366497
FDG02,OUT049,3106.050835321383
FDA09,OUT013,2912.8059164663023
FDT04,OUT013,678.1852520684789
FDL58,OUT019,2291.2652058255676
FDE52,OUT045,1438.2640245259815
FDW12,OUT035,2508.515445326643
FDL51,OUT017,3553.6686308768963
NCY42,OUT027,3691.7776935550705
FDR07,OUT017,1670.1847749485503
FDN40,OUT045,2357.8205360593224
FDB35,OUT027,2961.297079331548
FDA22,OUT017,2738.6412800647627
NCL06,OUT046,4114.716861264302
FDI35,OUT013,2911.5794677293975
NCW42,OUT045,3416.599548603474
NCX06,OUT049,2944.356498003048
FDC37,OUT027,3203.3182290431832
FDZ14,OUT018,1732.4513098467526
DRG49,OUT049,3958.6568270548546
NCG06,OUT045,3953.6836714577635
DRC36,OUT045,2726.959960318307
FDV21,OUT019,61.9664963349104
FDB53,OUT046,2356.949939684108
DRP47,OUT019,2041.1400612605862
FDA14,OUT013,2349.5935482079744
DRC24,OUT035,2572.178890304501
FDW21,OUT018,1397.6890429402945
NCH29,OUT046,1553.053215560194
FDU58,OUT013,3075.0016806253807
FDY27,OUT017,2928.589530334334
FDV56,OUT035,1951.6131511089466
FDT59,OUT046,3660.047864064147
FDB23,OUT046,3625.198528000986
FDR49,OUT045,695.6106600171153
FDB03,OUT010,1920.26641998189
FDN39,OUT045,2626.512174786705
FDX02,OUT027,4979.217197555698
FDQ16,OUT027,3192.546185944432
FDU35,OUT018,1325.7669814856852
NCT29,OUT013,1964.0814110368797
FDZ27,OUT046,813.7711688801094
FDN57,OUT017,2350.5673674640366
FDA03,OUT018,2093.85033857816
FDZ36,OUT045,2925.828896310801
NCU05,OUT013,1326.8175159572918
FDT39,OUT018,2190.426255195242
FDK60,OUT017,1706.4268672236358
FDZ25,OUT017,2841.502545454609
FDG12,OUT046,2006.066356269465
DRB01,OUT019,1110.4482289239045
NCC43,OUT027,5375.253587611092
FDX13,OUT019,2031.3358770674154
FDM22,OUT049,1032.6617144249249
FDJ03,OUT027,2310.800704334474
FDU14,OUT018,3677.1644308017903
FDB33,OUT010,634.3376316316463
FDP27,OUT046,3017.4880985491063
FDO38,OUT010,-672.9381177238056
FDE28,OUT027,5150.7619543688925
FDO27,OUT035,1709.2978119226896
DRL23,OUT027,3170.8122891086987
FDS28,OUT046,968.8168248498807
FDX24,OUT013,1543.7734331330823
FDZ02,OUT035,1750.604228885452
FDL46,OUT045,1816.9159240656857
FDS60,OUT027,4298.553924265198
NCO06,OUT017,640.9117009415404
FDO16,OUT035,1530.9522058903508
FDC60,OUT049,1550.6785078712164
FDA48,OUT018,3194.294031769467
FDZ36,OUT027,4452.070058756428
FDK27,OUT045,1881.1870448425298
FDW23,OUT018,383.81331820298783
FDM14,OUT018,1502.982710472213
FDM14,OUT013,1781.2282756110546
FDW60,OUT018,2597.014506915442
FDE21,OUT013,1914.5600049242528
NCM42,OUT035,1885.4580744135346
FDY59,OUT010,-390.8034491103062
DRI49,OUT049,1377.6118009712425
FDT28,OUT019,506.4380197794583
FDQ22,OUT018,402.2706667355385
FDR60,OUT049,1330.335372051482
FDC50,OUT019,-394.6111853021858
FDV24,OUT013,2442.7402564536796
DRF48,OUT010,1107.677980641046
FDQ47,OUT046,652.484694371838
DRN36,OUT049,1659.1914666365333
NCY06,OUT035,2177.547039140855
FDE52,OUT035,1641.2827364531704
NCB54,OUT045,1941.9592138258174
NCF31,OUT035,2553.2331802951526
FDJ08,OUT027,4453.676755067705
NCC07,OUT017,1797.7921722621543
NCD19,OUT027,2324.6826217153975
FDL46,OUT049,2010.8566087190115
FDM20,OUT045,3830.0830849160056
NCI06,OUT010,927.1347486698852
DRM11,OUT035,4225.074970283227
NCH07,OUT018,2217.5774694850065
FDS23,OUT013,2090.094269549956
FDO49,OUT018,595.527485745213
FDS35,OUT049,1159.2367065437982
DRK39,OUT045,1260.7357667730787
DRI39,OUT049,1041.2365874748998
FDV04,OUT017,2645.703077983258
NCN14,OUT035,3014.0628264097645
FDH08,OUT013,3698.871848343985
FDS20,OUT046,2905.2590607806956
FDV40,OUT049,1339.1356384894668
FDZ48,OUT010,-141.71523103249024
FDS24,OUT027,2915.1626369031965
FDK44,OUT049,2858.3422803945527
FDS48,OUT045,2346.4321501003888
FDK26,OUT010,1102.9238597640283
FDD23,OUT045,2966.5591819048223
NCH54,OUT017,2649.978084968761
NCP14,OUT010,-250.00598033377207
FDM60,OUT010,-1198.3730602618393
FDV24,OUT017,2507.4432909135303
FDH08,OUT018,3355.324437065751
FDS12,OUT027,3476.5846738708856
FDR39,OUT027,4312.494394107096
FDP12,OUT027,2119.734108398059
DRF60,OUT027,5170.056235688069
FDC09,OUT035,1852.5571993486183
FDF50,OUT018,2853.2654748738755
FDG28,OUT035,4038.6677844134006
NCE19,OUT017,996.1501744185982
NCM53,OUT010,-203.28128475733354
NCN18,OUT049,1856.9699720319013
FDF32,OUT035,3299.8188064577303
FDF11,OUT013,3867.107334481194
DRI59,OUT049,3644.3311193063714
NCG54,OUT035,2806.055836061392
FDM44,OUT046,1647.4491706950453
FDT57,OUT018,3467.3858858731664
FDV24,OUT046,2402.2866244805264
FDI50,OUT019,1750.6142714612986
FDS09,OUT035,1039.50937992207
NCC31,OUT027,3899.885825328333
FDQ07,OUT019,1593.7557503995342
FDC22,OUT017,3178.5064044475757
FDZ56,OUT046,2705.572808582284
FDZ40,OUT019,-994.5115361154005
FDS46,OUT027,3397.7217765609116
DRD24,OUT045,2173.3307381311665
FDV45,OUT017,3110.633632933107
FDL26,OUT045,2413.6819380287598
FDA56,OUT018,1708.8094578931002
FDN27,OUT046,1902.473828855197
FDM20,OUT049,3976.807601301903
FDO16,OUT017,1462.2452565486924
FDL03,OUT035,3296.566590217248
FDE58,OUT046,1874.9959170946522
FDI02,OUT027,3283.6149910987515
NCC55,OUT019,-1272.6015186763873
FDR03,OUT018,3032.9316389421124
FDB14,OUT017,1637.585054372295
FDR45,OUT013,3845.9632961647385
NCN07,OUT017,2167.9708828419775
FDM51,OUT019,-201.51267971918503
FDT52,OUT027,5365.901846699162
FDL26,OUT046,2458.2867360955374
NCZ42,OUT046,3759.4665889121966
DRI47,OUT019,422.41479249326494
FDW40,OUT013,2323.962667177081
FDN34,OUT046,2745.575318441107
FDS01,OUT035,2992.0910559567074
